Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Day,Month,Year,orderd_hours,orderd_minutes,picked_hours,picked_minutes,Delivery_time
25.0,4.6,22.727021,75.884167,22.837021,75.994167,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,12,3,2022,20,15,20,30,37
38.0,3.9,17.411028,78.329645,17.541028,78.459645,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,4,3,2022,20,15,20,30,43
38.0,4.8,19.12663,72.829976,19.13663,72.839976,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,24,3,2022,8,30,8,35,24
24.0,4.9,17.422819,78.449578,17.492819,78.519578,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,3,2022,22,59,23,5,23
28.0,4.9,26.474133,80.3481,26.584133,80.4581,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,18,2,2022,20,25,20,35,38
35.0,4.9,26.921411,75.793604,27.011411,75.883604,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,2,3,2022,21,30,21,45,43
37.0,4.5,12.949934,77.699386,13.019934,77.769386,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,4,4,2022,20,30,20,40,16
21.0,4.8,0.0,0.0,0.04,0.04,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,30,3,2022,13,0,13,15,18
,,0.0,0.0,0.11,0.11,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,20,3,2022,18,31,20,30,30
22.0,4.5,18.636215,73.751081,18.716215,73.831081,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,3,2022,20,45,20,50,19
28.0,4.7,18.636215,73.751081,18.676215,73.791081,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,3,2022,14,55,15,0,30
29.0,4.5,12.337928,76.617889,12.377928,76.657889,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Metropolitian,17,3,2022,14,50,15,0,19
26.0,4.8,30.893234,75.82172,30.913234,75.84172,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,13,2,2022,8,15,8,30,14
27.0,4.7,0.0,0.0,0.09,0.09,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,3,2022,19,10,19,25,29
30.0,4.9,11.003669,76.976494,11.073669,77.046494,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,3,2022,17,50,17,55,29
28.0,3.5,13.045479,80.23311,13.125479,80.31311,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,2,3,2022,22,25,22,30,38
35.0,4.9,13.081878,80.248519,13.101878,80.268519,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,5,4,2022,11,45,11,50,25
38.0,4.6,26.902328,75.794257,26.982328,75.874257,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,14,3,2022,17,20,17,25,38
26.0,4.9,13.026286,80.275235,13.156286,80.405235,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,31,3,2022,18,20,18,30,16
30.0,4.1,22.75004,75.902847,22.76004,75.912847,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,28,3,2022,10,10,10,15,34
34.0,4.6,22.725748,75.898497,22.775748,75.948497,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,3,3,2022,17,20,17,30,15
26.0,4.9,17.424114,78.347554,17.464114,78.387554,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,19,3,2022,16,10,16,20,13
27.0,4.7,22.732225,75.874765,22.802225,75.944765,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,14,3,2022,24,0,24,15,23
22.0,4.1,18.563934,73.915367,18.603935,73.955367,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,11,3,2022,12,40,12,50,31
36.0,4.9,12.935662,77.61413,13.065662,77.74413,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,3,2022,18,55,19,5,38
,,21.173493,72.801953,21.203493,72.831953,,,0,Snack,motorcycle,1.0,No,Metropolitian,17,3,2022,18,31,23,25,28
,,23.374878,85.335739,23.464878,85.425739,,,3,Buffet,motorcycle,1.0,No,Metropolitian,8,3,2022,18,31,23,5,19
21.0,2.8,19.103249,72.846749,19.173249,72.916749,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,4,4,2022,23,40,23,45,35
30.0,3.7,26.49095,80.318656,26.56095,80.388656,Windy,Jam,2,Snack,scooter,2.0,No,Metropolitian,14,2,2022,20,30,20,35,43
20.0,4.7,12.325461,76.632278,12.385461,76.692278,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,5,3,2022,23,30,23,45,19
39.0,4.9,0.0,0.0,0.09,0.09,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,2,2022,22,59,23,10,27
25.0,4.5,23.359407,85.325055,23.369407,85.335055,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,11,3,2022,10,55,10,59,26
33.0,4.2,26.902328,75.794257,26.952328,75.844257,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,11,3,2022,19,10,19,15,46
32.0,4.8,12.316967,76.603067,12.446967,76.733067,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,6,3,2022,19,35,19,40,24
35.0,4.6,18.536562,73.896485,18.546562,73.906485,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,1,3,2022,11,45,12,0,29
33.0,4.7,12.981615,80.231598,12.991615,80.241598,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,3,4,2022,9,30,9,40,28
27.0,4.4,18.53408,73.89852,18.62408,73.98852,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,3,2022,20,20,20,30,37
22.0,4.7,22.75004,75.902847,22.86004,76.012847,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,29,3,2022,18,10,18,20,28
20.0,4.8,26.88842,75.800689,26.99842,75.910689,Fog,Jam,0,Meal,motorcycle,2.0,No,Urban,31,3,2022,20,30,20,45,37
32.0,4.3,11.001852,76.976268,11.051852,77.026268,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,5,4,2022,22,20,22,25,25
24.0,4.8,12.325461,76.632278,12.375461,76.682278,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,5,3,2022,17,55,18,0,15
28.0,5.0,9.991703,76.293136,10.031703,76.333136,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,11,2,2022,16,0,16,5,19
32.0,3.8,13.029198,77.570997,13.099198,77.640997,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,3,2022,20,40,20,55,32
31.0,4.9,0.0,0.0,0.04,0.04,Sandstorms,High,0,Snack,motorcycle,1.0,No,Urban,3,4,2022,12,35,12,45,34
25.0,5.0,0.0,0.0,0.09,0.09,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,20,3,2022,20,50,20,55,41
,,0.0,0.0,0.03,0.03,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,2,2022,18,31,18,5,13
27.0,5.0,9.957144,76.296783,9.997144,76.336783,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,13,2,2022,15,45,16,0,17
28.0,4.7,13.058616,80.264151,13.168616,80.374151,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,6,4,2022,22,10,22,15,23
28.0,4.9,12.297954,76.665169,12.387954,76.755169,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3,2022,19,40,19,45,29
36.0,4.5,0.0,0.0,0.13,0.13,Cloudy,Medium,0,Snack,motorcycle,1.0,Yes,Urban,14,2,2022,18,25,18,40,47
38.0,4.6,17.410371,78.437225,17.480371,78.507225,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,2,3,2022,20,25,20,35,27
22.0,4.7,21.15276,72.778059,21.26276,72.888059,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,2,4,2022,17,30,17,45,23
23.0,4.5,12.970221,77.645396,13.030221,77.705396,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,21,3,2022,20,20,20,25,19
34.0,4.8,12.3085,76.665808,12.3285,76.685808,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,5,4,2022,10,10,10,20,18
25.0,4.9,27.163303,78.057044,27.243303,78.137044,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,16,2,2022,21,45,21,55,41
35.0,4.8,13.066762,80.251865,13.106762,80.291865,Sunny,High,1,Snack,motorcycle,1.0,No,Urban,13,3,2022,13,50,13,55,16
22.0,4.2,22.753839,75.897429,22.763838,75.907429,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,13,3,2022,10,30,10,35,21
36.0,4.5,23.374878,85.335739,23.484878,85.445739,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,6,4,2022,18,40,18,55,20
,,30.885915,75.788259,30.915915,75.818259,Sunny,Medium,2,Meal,motorcycle,0.0,No,Urban,17,2,2022,18,31,17,45,15
25.0,4.7,11.025083,77.015393,11.095083,77.085393,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,10,3,2022,22,35,22,50,19
38.0,4.7,18.636215,73.751081,18.696215,73.811081,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,1,3,2022,20,45,21,0,25
33.0,4.5,22.753839,75.897429,22.793838,75.937429,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,1,3,2022,16,15,16,30,26
24.0,4.2,0.0,0.0,0.05,0.05,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,26,3,2022,20,20,20,25,32
,,22.310526,73.170937,22.370526,73.230937,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,24,3,2022,18,31,22,50,15
39.0,4.7,0.0,0.0,0.08,0.08,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,12,3,2022,18,40,18,45,35
33.0,4.9,18.994049,72.825203,19.124049,72.955203,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,3,2022,22,20,22,35,44
31.0,4.7,22.514688,88.393294,22.524688,88.403294,Fog,High,1,Meal,motorcycle,1.0,No,Urban,11,2,2022,12,0,12,15,27
32.0,4.7,22.732225,75.874765,22.782225,75.924765,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,5,4,2022,19,40,19,55,22
23.0,4.9,26.914142,75.805704,26.934142,75.825704,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,28,3,2022,10,35,10,50,15
37.0,4.9,19.176269,72.836721,19.306269,72.966721,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,4,4,2022,20,50,21,0,18
30.0,4.1,11.021278,76.995017,11.101278,77.075017,Windy,Jam,1,Snack,scooter,1.0,Yes,Metropolitian,2,4,2022,20,25,20,35,44
37.0,4.6,11.022298,76.998349,11.072298,77.048349,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,30,3,2022,20,30,20,45,41
28.0,5.0,26.474133,80.3481,26.604133,80.4781,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,14,2,2022,23,50,24,5,19
36.0,4.9,12.906229,77.596791,12.916229,77.606791,Fog,Low,2,Snack,scooter,0.0,No,Urban,15,3,2022,8,30,8,45,15
28.0,4.8,18.563934,73.915367,18.633934,73.985367,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,14,3,2022,22,25,22,35,22
27.0,4.7,19.003517,72.82765,19.043517,72.86765,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,13,3,2022,15,45,15,55,28
38.0,5.0,12.935662,77.61413,12.985662,77.66413,Cloudy,Jam,2,Buffet,scooter,1.0,No,,28,3,2022,19,20,19,35,26
31.0,4.9,22.308096,73.167753,22.348096,73.207753,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,3,2022,12,15,12,30,38
25.0,4.6,21.173493,72.801953,21.233493,72.861953,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,30,3,2022,19,40,19,55,26
27.0,4.8,23.374878,85.335739,23.434878,85.395739,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,5,4,2022,21,10,21,25,22
30.0,4.8,13.086438,80.220672,13.126439,80.260672,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,30,3,2022,13,15,13,25,27
30.0,4.8,22.310329,73.169083,22.370329,73.229083,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,5,4,2022,20,10,20,15,35
29.0,4.7,19.131141,72.813074,19.19114,72.873074,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,3,4,2022,23,45,24,0,14
26.0,4.8,17.430448,78.418213,17.510448,78.498213,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,3,2022,23,45,24,0,17
24.0,4.7,12.939496,77.625999,12.979496,77.665999,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,19,3,2022,12,45,12,55,34
35.0,4.7,22.728163,75.884212,22.748163,75.904212,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,19,3,2022,10,59,11,10,29
35.0,4.1,17.45971,78.368855,17.51971,78.428855,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,3,2022,23,30,23,35,22
31.0,4.3,12.939496,77.625999,13.069496,77.755999,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,3,2022,21,55,22,0,40
38.0,5.0,23.353783,85.326967,23.383783,85.356967,Sandstorms,Medium,1,Buffet,scooter,,No,Metropolitian,13,3,2022,18,0,18,10,31
35.0,4.2,18.530963,73.828972,18.660963,73.958972,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,2,3,2022,20,45,20,55,34
39.0,4.6,12.323994,76.626167,12.383994,76.686167,Fog,Jam,1,Buffet,motorcycle,1.0,No,,1,3,2022,19,50,20,5,29
35.0,4.7,17.431477,78.40035,17.481477,78.45035,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,5,4,2022,18,35,18,45,36
22.0,4.7,25.443994,81.860187,25.583994,82.000187,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,2,2022,22,55,23,10,26
33.0,4.9,0.0,0.0,0.01,0.01,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,3,2022,8,40,8,45,22
21.0,4.7,12.310972,76.659264,12.350972,76.699264,Stormy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,11,3,2022,14,50,15,0,16
27.0,4.5,26.88842,75.800689,26.90842,75.820689,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,7,3,2022,8,20,8,30,22
34.0,4.8,19.176269,72.836721,19.246269,72.906721,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,2,4,2022,22,20,22,25,24
38.0,4.6,22.751857,75.866699,22.881857,75.996699,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,23,3,2022,19,55,19,59,23
35.0,4.5,26.956431,75.776649,27.006431,75.826649,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,26,3,2022,21,20,21,25,29
37.0,4.6,21.17106,72.789292,21.30106,72.919292,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,2,3,2022,23,35,23,40,22
22.0,4.7,22.311603,73.165012,22.401603,73.255012,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,4,3,2022,17,45,17,50,44
36.0,4.5,17.41233,78.449654,17.54233,78.579654,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,29,3,2022,19,15,19,20,21
27.0,4.8,21.173343,72.792731,21.203343,72.822731,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,30,3,2022,17,50,18,5,27
29.0,5.0,21.170096,72.789122,21.210096,72.829122,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,19,3,2022,16,10,16,15,22
30.0,4.0,21.173493,72.801953,21.183493,72.811953,Cloudy,High,2,Buffet,scooter,2.0,No,Metropolitian,1,3,2022,11,15,11,20,36
36.0,4.6,22.310329,73.169083,22.340329,73.199083,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,1,3,2022,21,0,21,5,21
32.0,4.6,17.422819,78.449578,17.432819,78.459578,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,3,2022,9,10,9,25,22
23.0,4.7,22.732225,75.874765,22.862225,76.004765,Windy,Jam,1,Meal,motorcycle,0.0,No,,4,4,2022,21,15,21,20,19
20.0,4.9,22.311844,73.165081,22.391844,73.245081,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,10,3,2022,22,25,22,30,14
27.0,4.2,19.055831,72.833984,19.125831,72.903984,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,3,2022,21,25,21,30,37
30.0,4.7,23.374989,85.335486,23.484989,85.445486,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,3,2022,18,50,19,5,30
34.0,4.9,12.323978,76.627961,12.413978,76.717961,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,23,3,2022,19,15,19,25,44
37.0,5.0,22.725835,75.887648,22.745835,75.907648,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,19,3,2022,10,10,10,15,17
32.0,5.0,18.536718,73.830327,18.586718,73.880327,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,11,3,2022,18,0,18,15,21
33.0,4.3,12.986047,80.218114,13.116047,80.348114,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,3,2022,19,30,19,45,39
30.0,4.7,23.416792,85.316842,23.476792,85.376842,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,24,3,2022,23,45,24,0,15
21.0,4.6,17.424114,78.347554,17.444114,78.367554,Stormy,Low,2,Snack,scooter,0.0,No,Urban,3,3,2022,10,59,11,5,13
31.0,4.6,0.0,0.0,0.04,0.04,Sunny,High,2,Snack,motorcycle,1.0,No,Metropolitian,3,3,2022,14,55,15,0,21
36.0,4.7,22.753839,75.897429,22.763838,75.907429,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,15,3,2022,11,50,12,0,27
35.0,4.1,13.044694,80.26147,13.174694,80.39147,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,20,3,2022,21,0,21,5,47
28.0,5.0,19.874733,75.353942,19.964733,75.443942,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,14,2,2022,18,0,18,15,29
37.0,4.1,26.905287,75.794592,26.915287,75.804592,Cloudy,High,2,Buffet,electric_scooter,2.0,No,Metropolitian,26,3,2022,11,20,11,35,38
20.0,4.8,19.1813,72.836191,19.2213,72.876191,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,11,3,2022,14,15,14,30,16
,,0.0,0.0,0.06,0.06,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,3,4,2022,20,10,20,20,46
35.0,4.5,18.51421,73.838429,18.53421,73.858429,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,7,3,2022,11,20,11,25,24
35.0,4.9,18.563934,73.915367,18.633934,73.985367,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,10,3,2022,21,35,21,45,38
23.0,5.0,12.986047,80.218114,13.116047,80.348114,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,4,4,2022,22,40,22,55,21
23.0,4.9,13.066762,80.251865,13.196762,80.381865,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,2,3,2022,17,45,17,50,41
23.0,4.8,0.0,0.0,0.11,0.11,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,16,2,2022,20,55,21,0,45
,,17.426228,78.407495,17.496228,78.477495,Fog,Jam,0,Drinks,motorcycle,2.0,No,Urban,6,4,2022,18,31,19,25,40
39.0,4.9,18.563934,73.915367,18.623935,73.975367,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,1,3,2022,21,20,21,25,26
25.0,4.6,12.970221,77.645396,13.020221,77.695396,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,3,2022,22,35,22,45,21
31.0,4.1,0.0,0.0,0.09,0.09,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,16,2,2022,17,30,17,45,41
35.0,4.9,22.551084,88.354127,22.641084,88.444127,Windy,Jam,0,Buffet,motorcycle,0.0,No,Urban,12,2,2022,20,30,20,40,37
36.0,4.6,22.725748,75.898497,22.745748,75.918497,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,1,4,2022,8,30,8,45,15
25.0,5.0,9.957144,76.296783,10.027144,76.366783,Windy,Low,2,Snack,scooter,0.0,No,Urban,16,2,2022,23,35,23,40,19
29.0,4.7,21.17106,72.789292,21.21106,72.829292,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,13,3,2022,15,20,15,30,12
23.0,4.6,30.893244,75.821817,30.913244,75.841817,Fog,Low,2,Buffet,electric_scooter,0.0,No,Urban,15,2,2022,10,50,10,59,14
21.0,4.8,21.170798,72.790489,21.230798,72.850489,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1,3,2022,18,40,18,50,21
28.0,4.6,17.45971,78.368855,17.56971,78.478855,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,12,3,2022,20,35,20,40,46
31.0,4.4,12.914264,77.6784,12.924264,77.6884,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3,2022,10,0,10,15,27
23.0,4.6,0.0,0.0,0.08,0.08,Cloudy,Low,2,Snack,scooter,,No,Urban,14,2,2022,23,20,23,35,23
35.0,4.9,21.157735,72.768778,21.247735,72.858778,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,6,4,2022,23,15,23,30,22
21.0,4.9,0.0,0.0,0.07,0.07,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,29,3,2022,22,45,22,59,19
29.0,4.7,11.022298,76.998349,11.062298,77.038349,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,15,3,2022,14,55,15,0,27
31.0,4.9,12.981615,80.231598,13.041615,80.291598,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1,3,2022,23,40,23,55,29
37.0,4.8,9.960846,76.293936,10.090846,76.423936,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,12,2,2022,21,25,21,40,52
24.0,5.0,22.722634,75.886959,22.852634,76.016959,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,23,3,2022,23,15,23,30,20
23.0,4.7,0.0,0.0,0.03,0.03,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,1,4,2022,18,0,18,15,27
35.0,4.5,12.321214,76.621094,12.381214,76.681094,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,13,3,2022,22,59,23,15,29
30.0,4.6,12.325461,76.632278,12.375461,76.682278,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,26,3,2022,22,50,22,55,15
32.0,4.6,12.352058,76.60665,12.442058,76.69665,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,3,2022,19,59,20,10,30
27.0,4.1,23.416792,85.316842,23.496792,85.396842,Cloudy,Jam,2,Drinks,scooter,0.0,Yes,Metropolitian,16,3,2022,20,35,20,40,44
27.0,4.8,18.994049,72.825203,19.084049,72.915203,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,31,3,2022,18,50,18,55,15
27.0,4.6,18.53408,73.89852,18.58408,73.94852,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,13,3,2022,21,50,22,0,18
24.0,4.8,21.175104,72.804342,21.185104,72.814342,Stormy,Low,1,Meal,scooter,0.0,No,Urban,3,3,2022,8,40,8,45,11
26.0,4.6,30.890184,75.829615,31.030184,75.969615,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,12,2,2022,21,45,22,0,26
36.0,4.9,0.0,0.0,0.02,0.02,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,5,3,2022,10,10,10,25,18
33.0,4.6,26.892312,75.806896,26.922313,75.836896,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,13,3,2022,19,20,19,30,23
29.0,5.0,21.185047,72.80859,21.225047,72.84859,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,3,4,2022,12,50,12,55,17
39.0,4.4,12.972793,80.249982,13.062793,80.339982,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,3,2022,21,30,21,35,35
29.0,4.9,19.22384,72.841347,19.24384,72.861347,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,5,4,2022,10,30,10,35,18
35.0,4.7,17.45971,78.368855,17.51971,78.428855,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,7,3,2022,18,30,18,45,29
20.0,4.1,22.310526,73.170937,22.400526,73.260937,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,20,3,2022,21,20,21,25,37
36.0,4.3,12.284747,76.625861,12.364747,76.705861,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,3,2022,23,55,24,0,39
38.0,4.9,17.450851,78.379347,17.500851,78.429347,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,3,4,2022,17,35,17,40,19
35.0,4.9,19.1813,72.836191,19.2413,72.896191,Stormy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,9,3,2022,21,35,21,50,34
25.0,4.8,19.178321,72.834715,19.258321,72.914715,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,3,2022,23,15,23,20,21
28.0,4.9,11.022477,76.995667,11.132477,77.105667,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,10,3,2022,19,30,19,40,13
34.0,4.9,12.981615,80.231598,13.011615,80.261598,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,19,3,2022,19,10,19,25,27
35.0,4.7,18.546258,73.904337,18.616258,73.974337,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,16,3,2022,21,45,22,0,27
30.0,4.9,15.5696,73.742294,15.6196,73.792294,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,17,2,2022,21,30,21,45,33
22.0,4.7,12.326356,76.619103,12.366356,76.659103,Fog,High,2,Meal,electric_scooter,0.0,No,Metropolitian,24,3,2022,12,10,12,20,20
31.0,5.0,26.914142,75.805704,26.954142,75.845704,Stormy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,3,3,2022,13,35,13,50,26
32.0,4.4,27.158822,78.045359,27.228822,78.115359,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,14,2,2022,22,0,22,5,35
20.0,4.8,19.12663,72.829976,19.13663,72.839976,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,28,3,2022,11,30,11,40,14
34.0,4.6,13.02978,80.208812,13.15978,80.338812,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,10,3,2022,18,25,18,30,20
39.0,4.0,18.636215,73.751081,18.766215,73.881081,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,4,3,2022,21,30,21,35,38
25.0,4.5,0.0,0.0,0.05,0.05,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,28,3,2022,19,15,19,25,25
